shelf,flat,col,row,acs,trt,days,date,hyp,int1,int2,int3,int4,petleng,leafleng,leafwid,leafnum,ndvi,lat,lon,alt,species,who
W,24,E,1,LA2748,L,29,5/6/08,31.82,5.53,7.76,12.34,13.3,17.43,31.24,31.97,5,105,-20.4833,-69.9833,1020,S. chilense,Dan
W,24,F,1,LA2931,L,29,5/6/08,51.02,11.49,2.95,10.36,9.49,21.77,46.88,57.46,5,106,-20.9167,-69.0667,2460,S. chilense,Dan
W,24,G,1,LA1317,L,29,5/6/08,42.25,5.48,11.56,18.41,14.56,24.53,60.57,73.57,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Dan
W,24,H,1,LA361,L,29,5/6/08,38.78,11.54,20.11,14.18,9.8,21.55,49.87,62.49,5,111,-11.5667,-76.73,1840,S. habrochaites,Dan
W,24,I,1,LA1918,L,29,5/6/08,31.45,5.3,2.37,7.56,5.19,22.15,39.93,44.71,5,118,-14.2667,-74.9167,2920,S. habrochaites,Dan
W,24,A,2,LA2167,L,29,5/6/08,31.16,7.53,7.76,6.19,10.38,25.06,37.67,45.69,6,124,-7.18,-78.52,1340,S. habrochaites,Dan
W,24,C,2,LA1336,L,29,5/6/08,62.64,17.83,5.81,6.42,3.43,12.19,24.37,26.07,5,107,-16.2094,-73.6222,75,S. peruvianum,Dan
W,24,D,2,LA3795,L,29,5/6/08,40.28,4.33,5.13,4.11,,16.28,28.84,30.34,4,123,-10.15,-77.35,3540,S. peruvianum,Dan
W,24,F,2,LA2773,L,29,5/6/08,14.42,0.74,0.74,0.5,,3.03,12.29,10.1,4,115,-18.2667,-69.5833,3260,S. chilense,Dan
W,24,H,2,LA1361,L,29,5/6/08,38.39,5.53,9.97,15.05,13.44,22,45.83,44.93,6,111,-9.55,-77.8917,1340,S. habrochaites,Dan
W,24,A,3,LA1912,L,29,5/6/08,25.67,8.6,3.97,6.69,1.72,12.37,31.1,27.58,5,106,-14.4492,-75.2203,620,S. pennellii,Dan
W,24,B,3,LA3791,L,29,5/6/08,58.95,8.1,0.05,3.7,2.53,23.02,28.89,38.96,5,110,-15.7878,-73.3939,1935,S. pennellii,Dan
W,24,C,3,LA1474,L,29,5/6/08,43.49,3.18,0.37,0.43,,4.67,11.72,10.12,4,113,-16.6072,-72.6964,27,S. peruvianum,Dan
W,24,D,3,LA1958,L,29,5/6/08,56.16,8.24,1.66,7.66,6.89,14.22,38.84,42.74,5,100,-17.25,-71.25,1336,S. chilense,Dan
W,24,E,3,LA2884,L,29,5/6/08,32.66,9.38,2.54,9.58,6.07,9.11,26.96,20.78,5,108,-23.6833,-68.0667,2390,S. chilense,Dan
W,24,F,3,LA1306,L,29,5/6/08,27.49,3.75,0.04,15.69,14.69,25.91,48.44,49.61,6,130,-12.95,-74.0167,3340,S. chmielewskii,Dan
W,24,G,3,LA2663,L,29,5/6/08,32.04,4.91,9.79,6.49,7.2,18.52,48.32,56.61,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Dan
W,24,H,3,LA1363,L,29,5/6/08,32.5,13.8,18.89,9.12,5.91,13.32,56.85,54.28,5,121,-10.1417,-77.3833,3140,S. habrochaites,Dan
W,24,C,4,LA1954,L,29,5/6/08,36.44,9.27,3.49,7.25,5.98,12.02,34.76,26.95,5,107,-17.0167,-72.0833,0,S. peruvianum,Dan
W,24,D,4,LA1969,L,29,5/6/08,19.29,1.03,2.74,2.57,,6.17,18.34,18.81,4,124,-17.5333,-70.0333,3015,S. chilense,Dan
W,24,E,4,LA2891,L,29,5/6/08,39.67,13.9,2.89,13.89,5.01,11.58,27.21,31.66,5,107,-25.4,-70.4,660,S. chilense,Dan
W,24,F,4,LA1316,L,29,5/6/08,40.29,1.61,2.72,8.75,7.68,26.13,50.36,58.88,5,135,-13.3925,-73.915,3100,S. chmielewskii,Dan
W,24,G,4,LA2695,L,29,5/6/08,36.39,2.04,9.49,7.72,5.27,24.47,32.3,40.59,5,128,-14.1525,-71.3886,3480,S. chmielewskii,Dan
W,24,H,4,LA1691,L,29,5/6/08,37.96,4.59,0.59,5.7,0.87,23.43,37.9,43.55,6,127,-12.45,-75.925,3540,S. habrochaites,Dan
U,25,B,1,LA2580,L,28,5/5/08,19.91,3.66,2.12,3.87,1.94,6.77,23.1,26.46,5,111,-9.5167,-78.0083,740,S. pennellii,Pepe
U,25,D,1,LA1973,L,28,5/5/08,51.73,14.53,4.3,15.8,5.91,19.55,49.77,54.15,5,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
U,25,E,1,LA2748,L,28,5/5/08,25.77,11.07,8.71,16.29,7.98,9.8,39.26,47.56,5,105,-20.4833,-69.9833,1020,S. chilense,Pepe
U,25,F,1,LA2931,L,28,5/5/08,45.54,8.71,0.49,18.23,6.78,19.99,48.86,54.18,5,106,-20.9167,-69.0667,2460,S. chilense,Pepe
U,25,G,1,LA1317,L,28,5/5/08,38.07,3.45,11.64,12.84,11.11,26.3,50.19,61.45,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
U,25,H,1,LA361,L,28,5/5/08,37.25,11.83,3.79,4.95,1.22,13.42,30.54,26.58,5,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
U,25,A,2,LA2167,L,28,5/5/08,19.5,8.58,9.88,8.96,9.54,25.72,40.57,48.86,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
U,25,C,2,LA1336,L,28,5/5/08,49.72,14.66,2.1,9.23,4.88,18.36,23.45,26.51,6,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
U,25,D,2,LA3795,L,28,5/5/08,40.65,6.36,4.41,6.16,4.37,11.35,32.37,39.9,4,123,-10.15,-77.35,3540,S. peruvianum,Pepe
U,25,E,2,LA2773,L,28,5/5/08,31.71,2.77,4.15,4.28,5.29,12.6,22.55,28.11,6,115,-18.2667,-69.5833,3260,S. chilense,Pepe
U,25,F,2,LA2773,L,28,5/5/08,35.36,9.62,5.53,8.63,16.44,24.21,45,58.37,6,115,-18.2667,-69.5833,3260,S. chilense,Pepe
U,25,G,2,LA1318,L,28,5/5/08,35.8,9.77,9.79,10.22,3.63,16.44,43.92,43.46,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
U,25,H,2,LA1361,L,28,5/5/08,54.1,6.25,7.69,18.47,12.27,17.85,47.79,59.1,6,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
U,25,I,2,LA1954,L,28,5/5/08,42.73,12.36,6.18,12.71,7.83,23.31,33.94,40.14,6,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
U,25,A,3,LA1912,L,28,5/5/08,25.42,8.03,7.08,4.89,4.26,17.64,30.65,36.29,5,106,-14.4492,-75.2203,620,S. pennellii,Pepe
U,25,B,3,LA3791,L,28,5/5/08,35.62,1.06,0.61,0.97,,9.81,19.79,21.89,4,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
U,25,D,3,LA1958,L,28,5/5/08,43,4.9,1.99,5.82,4.79,13.95,40.2,44.07,6,100,-17.25,-71.25,1336,S. chilense,Pepe
U,25,E,3,LA2884,L,28,5/5/08,26.66,1.5,0.94,0.5,1.27,5.14,20.54,18.27,5,108,-23.6833,-68.0667,2390,S. chilense,Pepe
U,25,F,3,LA1306,L,28,5/5/08,24.27,1.47,6.97,10.09,3.47,10.34,34.84,35.72,4,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
U,25,G,3,LA2663,L,28,5/5/08,28.81,3.16,6.18,10.73,5.98,20.33,50.76,58.44,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
U,25,H,3,LA1363,L,28,5/5/08,27.31,8.49,3.94,13.97,5.56,25.93,48.96,53.32,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
U,25,I,3,LA2167,L,28,5/5/08,28.8,6.48,8.93,17.29,10.06,14.95,56.93,54.48,5,124,-7.18,-78.52,1340,S. habrochaites,Pepe
U,25,A,4,LA716,L,28,5/5/08,23.29,0.49,7.8,2.89,1.08,6,15.9,15.64,4,106,-16.2083,-73.6333,320,S. pennellii,Pepe
U,25,B,4,LA446,L,28,5/5/08,29.64,5.01,6.62,7.75,3.61,12.08,38.13,36.38,5,124,-15.7833,-74.3917,2240,S. peruvianum,Pepe
U,25,D,4,LA1969,L,28,5/5/08,19.67,2.32,4.65,16.77,14.52,17.47,36.74,36.63,7,124,-17.5333,-70.0333,3015,S. chilense,Pepe
U,25,F,4,LA1316,L,28,5/5/08,52.22,4.83,2.52,11.01,8.11,25.69,59.34,64.26,6,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
U,25,G,4,LA2695,L,28,5/5/08,28.07,2.18,6.13,6.36,3.44,12.91,33.7,41.24,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
U,25,H,4,LA1691,L,28,5/5/08,26.33,5.88,4.26,7.08,5.88,24.49,50.35,69.12,6,127,-12.45,-75.925,3540,S. habrochaites,Pepe
U,25,I,4,LA2204,L,28,5/5/08,29.75,7.84,17.24,26.23,22.97,20.85,95.19,83.99,6,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
X,26,C,1,LA1305,H,28,5/5/08,34.06,2.93,1.29,10.09,6.83,12.78,31.92,36.1,6,120,-13.3833,-75.3583,3360,S. peruvianum,Pepe
X,26,E,1,LA2748,H,28,5/5/08,29.91,0.87,1.31,1.45,2.23,6.6,19.21,25.27,5,105,-20.4833,-69.9833,1020,S. chilense,Pepe
X,26,E,1,LA2748,H,28,5/5/08,39.79,7.31,2.52,5.43,1.09,9.93,34.4,36.2,6,105,-20.4833,-69.9833,1020,S. chilense,Pepe
X,26,F,1,LA2931,H,28,5/5/08,49.11,1.03,1.06,1.1,0.86,10.02,20.74,28.56,6,106,-20.9167,-69.0667,2460,S. chilense,Pepe
X,26,G,1,LA1317,H,28,5/5/08,33.81,3.16,7.16,12.12,6.95,22.68,44.63,47.14,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
X,26,H,1,LA361,H,28,5/5/08,32.35,4.32,5.77,2.89,2.37,18.71,32.81,39.06,6,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
X,26,I,1,LA1918,H,28,5/5/08,32.8,2.09,0.75,3.61,4.02,12.87,27.86,30.83,5,118,-14.2667,-74.9167,2920,S. habrochaites,Pepe
X,26,A,2,LA2167,H,28,5/5/08,20.85,3.05,3.98,5.5,4.73,22.72,42.22,45.07,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
X,26,C,2,LA1336,H,28,5/5/08,33.48,5.2,3.29,8.14,3.81,11.48,39.19,29.88,6,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
X,26,D,2,LA3795,H,28,5/5/08,35.18,0.85,0.67,1.24,0.24,8.07,21.02,28.03,4,123,-10.15,-77.35,3540,S. peruvianum,Pepe
X,26,E,2,LA2773,H,28,5/5/08,41.47,1.63,0.43,0.94,1.44,11.44,19.3,29.72,6,115,-18.2667,-69.5833,3260,S. chilense,Pepe
X,26,F,2,LA2773,H,28,5/5/08,23,0.52,0.91,0.48,0.82,10.61,25.27,27.82,5,115,-18.2667,-69.5833,3260,S. chilense,Pepe
X,26,G,2,LA1318,H,28,5/5/08,28.7,3.69,4.84,4.11,1.92,14.68,32.16,25.84,5,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
X,26,H,2,LA1361,H,28,5/5/08,25.84,3.03,3.48,3.48,4.08,6.19,30.38,28.61,6,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
X,26,I,2,LA1954,H,28,5/5/08,20.88,3.24,2.41,4.06,2.14,9.65,18.1,24.4,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
X,26,B,3,LA3791,H,28,5/5/08,15.65,1.26,1.25,0.95,0.19,8.99,21.47,19.36,4,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
X,26,C,3,LA1474,H,28,5/5/08,26.74,8.94,0.61,3.23,2.12,16.29,28.94,34.75,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
X,26,D,3,LA1958,H,28,5/5/08,30.62,2.74,0.83,1.61,2.17,17.49,34.1,47.4,6,100,-17.25,-71.25,1336,S. chilense,Pepe
X,26,E,3,LA2884,H,28,5/5/08,33.1,2.73,0.97,2.75,3.25,11.55,29.82,37.64,6,108,-23.6833,-68.0667,2390,S. chilense,Pepe
X,26,F,3,LA1306,H,28,5/5/08,28.55,0.71,1.11,2.14,3.07,14.47,24.41,34.58,5,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
X,26,G,3,LA2663,H,28,5/5/08,29.75,1.87,1.45,7.31,3.4,19.74,32.14,42.28,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
X,26,H,3,LA1363,H,28,5/5/08,30.99,4.3,7.24,7.7,3.19,6.31,45.23,41.62,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
X,26,I,3,LA2167,H,28,5/5/08,25.98,2.52,1.61,3.87,3.55,14.5,43.28,38.98,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
X,26,C,4,LA1954,H,28,5/5/08,44.88,6.67,2.89,7.56,6.01,20.55,39.45,51.26,6,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
X,26,E,4,LA2891,H,28,5/5/08,27.39,3.15,1.44,3.09,1.8,7.97,18.68,27.31,6,107,-25.4,-70.4,660,S. chilense,Pepe
X,26,F,4,LA1316,H,28,5/5/08,37.58,2.81,1.76,3.55,1.7,22.84,35.62,41.79,5,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
X,26,G,4,LA2695,H,28,5/5/08,24.47,2.62,5.19,3.46,2.22,13.94,34.42,30.52,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
X,26,H,4,LA1691,H,28,5/5/08,20.71,2.47,3.58,2.88,2.14,13,43.07,47.77,5,127,-12.45,-75.925,3540,S. habrochaites,Pepe
X,26,I,4,LA2204,H,28,5/5/08,21.13,1.72,0.74,5.27,3.07,12.85,44.37,47.86,5,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
U,27,B,1,LA2580,L,28,5/5/08,28.83,15.81,8.76,9.58,5.3,23.58,39.25,42.42,6,111,-9.5167,-78.0083,740,S. pennellii,Pepe
U,27,D,1,LA1973,L,28,5/5/08,58.53,6.35,15.9,9.69,4.16,12.18,45.38,41.94,5,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
U,27,E,1,LA2748,L,28,5/5/08,35.73,8.31,1.84,17.31,13.64,15.45,31.31,29.74,6,105,-20.4833,-69.9833,1020,S. chilense,Pepe
U,27,F,1,LA2931,L,28,5/5/08,70.71,12.7,2.3,25.53,13.12,16.01,37.62,38.56,5,106,-20.9167,-69.0667,2460,S. chilense,Pepe
U,27,G,1,LA1317,L,28,5/5/08,42.53,3.78,10.99,15.31,12.71,17.55,51.13,55.87,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
U,27,H,1,LA361,L,28,5/5/08,35.88,14.47,19.97,15.75,12.96,20.01,68.18,71.33,6,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
U,27,I,1,LA1918,L,28,5/5/08,48.35,4.87,0.87,9.33,5.4,19.75,30.66,38.67,5,118,-14.2667,-74.9167,2920,S. habrochaites,Pepe
U,27,A,2,LA2167,L,28,5/5/08,32.57,2.97,2.65,11.03,7.47,27.17,56.32,55.54,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
U,27,D,2,LA3795,L,28,5/5/08,34.88,4.66,6.34,6.67,3.12,14.77,33.77,45.23,5,123,-10.15,-77.35,3540,S. peruvianum,Pepe
U,27,E,2,LA2773,L,28,5/5/08,43.61,7.06,7.99,16.27,15.74,21.03,46.18,43.41,6,115,-18.2667,-69.5833,3260,S. chilense,Pepe
U,27,F,2,LA2773,L,28,5/5/08,34.21,2.35,0.84,7.38,5.54,22.46,30.38,36.33,6,115,-18.2667,-69.5833,3260,S. chilense,Pepe
U,27,G,2,LA1318,L,28,5/5/08,40.78,6.39,8.15,3.68,3.08,8.93,26.78,24.21,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
U,27,H,2,LA1361,L,28,5/5/08,37.53,10.12,12.51,11.74,6.81,11.19,38.28,35,5,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
U,27,I,2,LA1954,L,28,5/5/08,27.69,5.83,6.83,3.5,1.65,6.44,26.79,18.05,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
U,27,B,3,LA3791,L,28,5/5/08,32.56,1.76,1.05,1.67,1.2,14.78,29.75,35.11,5,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
U,27,E,3,LA2884,L,28,5/5/08,28.27,3.67,0.32,6.29,3.57,10.53,36.41,33.82,6,108,-23.6833,-68.0667,2390,S. chilense,Pepe
U,27,F,3,LA1306,L,28,5/5/08,27.77,1.38,10.96,13.92,13.03,22.41,43.55,53.48,6,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
U,27,G,3,LA2663,L,28,5/5/08,29.95,4.93,10.92,14.45,9.44,22.53,40.89,63.48,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
U,27,H,3,LA1363,L,28,5/5/08,28.3,8.83,9.07,13.27,7.86,14.19,52.26,45.38,6,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
U,27,I,3,LA2167,L,28,5/5/08,30.4,4.29,6.37,7.23,6.04,17.18,44.23,42.29,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
U,27,A,4,LA716,L,28,5/5/08,25.51,4.69,6.55,5.52,3.19,13.29,20.98,24.94,5,106,-16.2083,-73.6333,320,S. pennellii,Pepe
U,27,F,4,LA1316,L,28,5/5/08,41.47,3.29,4.56,7,3.8,14.2,38.83,31.13,4,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
U,27,G,4,LA2695,L,28,5/5/08,39,3.21,10.69,8.54,3.62,11.56,51.74,49.94,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
U,27,I,4,LA2204,L,28,5/5/08,33.82,5.81,13.54,11.82,8.14,12.09,68.73,63.35,6,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
X,28,C,1,LA1305,H,28,5/5/08,21.75,4.24,2.82,3.89,1.75,8.8,28.84,31.44,4,120,-13.3833,-75.3583,3360,S. peruvianum,Pepe
X,28,D,1,LA1973,H,28,5/5/08,21.35,14.28,5.12,17.55,9.39,22.73,43.6,46.42,6,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
X,28,E,1,LA2748,H,28,5/5/08,17.73,0.13,0.89,0.82,0.82,5.76,19.51,18.16,4,105,-20.4833,-69.9833,1020,S. chilense,Pepe
X,28,F,1,LA2931,H,28,5/5/08,36.03,1.05,0.67,1.62,3.04,14.87,29.07,41.7,6,106,-20.9167,-69.0667,2460,S. chilense,Pepe
X,28,G,1,LA1317,H,28,5/5/08,46.21,1.71,2.79,4.51,2.4,17.2,26.42,32.75,4,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
X,28,H,1,LA361,H,28,5/5/08,28.44,8.45,8.44,9.32,4.04,12.87,50.24,50.87,5,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
X,28,I,1,LA1918,H,28,5/5/08,38.77,2.85,0.57,5.79,4.44,19.87,34.89,43.49,5,118,-14.2667,-74.9167,2920,S. habrochaites,Pepe
X,28,A,2,LA2167,H,28,5/5/08,19.76,2.39,5.02,5.77,2.64,13.49,44.39,46.07,5,124,-7.18,-78.52,1340,S. habrochaites,Pepe
X,28,B,2,LA3788,H,28,5/5/08,20.03,0.77,0.52,1.13,0.71,9.76,23.53,22.53,4,112,-16.1383,-73.6428,480,S. pennellii,Pepe
X,28,C,2,LA1336,H,28,5/5/08,34.11,11.22,6.07,9.49,5.59,14.88,44.11,45.55,6,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
X,28,D,2,LA3795,H,28,5/5/08,31.79,1.39,0.61,3.63,1.44,8.92,30.61,31.78,5,123,-10.15,-77.35,3540,S. peruvianum,Pepe
X,28,E,2,LA2773,H,28,5/5/08,52.6,1.51,1.17,0.71,1.12,9.14,23.31,25.93,5,115,-18.2667,-69.5833,3260,S. chilense,Pepe
X,28,G,2,LA1318,H,28,5/5/08,25.84,7.57,6.09,6.13,3.11,15.03,37.94,32.23,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
X,28,H,2,LA1361,H,28,5/5/08,31.92,1.68,1.75,4.77,1.43,5.17,26.6,23.04,5,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
X,28,I,2,LA1954,H,28,5/5/08,29.5,6.88,3.39,2.55,1.58,13.25,25.49,30.61,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
X,28,A,3,LA1912,H,28,5/5/08,16.94,2.69,3.43,1.89,,15.55,33.42,39.41,4,106,-14.4492,-75.2203,620,S. pennellii,Pepe
X,28,B,3,LA3791,H,28,5/5/08,27.46,1.21,0.76,0.33,1.57,8.5,16.74,19.08,5,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
X,28,C,3,LA1474,H,28,5/5/08,25.63,4.66,1.08,2.21,1.33,13.72,23.51,28.89,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
X,28,D,3,LA1958,H,28,5/5/08,29.06,1.06,0.56,1.19,1.89,14.33,46.08,47.68,6,100,-17.25,-71.25,1336,S. chilense,Pepe
X,28,E,3,LA2884,H,28,5/5/08,17.37,0.62,1.18,1.6,0.86,5.73,15.53,19.09,5,108,-23.6833,-68.0667,2390,S. chilense,Pepe
X,28,F,3,LA1306,H,28,5/5/08,30.1,1.27,0.39,4.13,5.07,24.45,31.99,44.26,5,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
X,28,G,3,LA2663,H,28,5/5/08,26.98,1.27,4.06,3.13,1.63,9.07,25.72,30.29,4,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
X,28,H,3,LA1363,H,28,5/5/08,17.36,2.62,6.52,2.79,2.23,6.82,40.51,32.91,4,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
X,28,I,3,LA2167,H,28,5/5/08,29.71,2.81,1.98,2.01,3.1,13.93,34.97,38.57,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
X,28,B,4,LA446,H,28,5/5/08,6.17,2.08,0.17,3,2.81,11.87,22.5,21.88,5,124,-15.7833,-74.3917,2240,S. peruvianum,Pepe
X,28,C,4,LA1954,H,28,5/5/08,40.99,5.36,3.36,6.96,4.3,13.68,34.47,39.79,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
X,28,D,4,LA1969,H,28,5/5/08,30.55,0.68,1.22,1.86,0.69,4.78,20.66,25.5,5,124,-17.5333,-70.0333,3015,S. chilense,Pepe
X,28,E,4,LA2891,H,28,5/5/08,30.24,4.09,0.52,4,2.5,8.23,23.36,25.81,5,107,-25.4,-70.4,660,S. chilense,Pepe
X,28,F,4,LA1316,H,28,5/5/08,35.73,1.16,2.27,3.05,2.9,20.91,34.97,47.63,5,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
X,28,G,4,LA2695,H,28,5/5/08,28.47,1.73,4.58,3.28,,10.8,26.74,24.15,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
X,28,H,4,LA1691,H,28,5/5/08,24.55,1.68,2.14,2.68,1.56,20.82,34.19,47.57,5,127,-12.45,-75.925,3540,S. habrochaites,Pepe
X,28,I,4,LA2204,H,28,5/5/08,28.78,1.82,3.87,5.39,5.2,18.94,30.17,36.25,6,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
U,29,B,1,LA2580,L,28,5/5/08,15.97,5.83,5.88,6.47,3.78,25.51,49.68,49.66,5,111,-9.5167,-78.0083,740,S. pennellii,Pepe
U,29,C,1,LA1305,L,28,5/5/08,27.38,4.01,7.01,12.55,7.74,12.71,33.78,43.73,6,120,-13.3833,-75.3583,3360,S. peruvianum,Pepe
U,29,D,1,LA1973,L,28,5/5/08,35.47,10.49,2.6,10.28,2.94,20.25,43.76,48.1,5,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
U,29,F,1,LA2931,L,28,5/5/08,43.19,7.74,0.66,5.24,4.61,13.07,29.64,37.86,5,106,-20.9167,-69.0667,2460,S. chilense,Pepe
U,29,G,1,LA1317,L,28,5/5/08,48.31,4.38,5.16,9,8.55,23.16,44.24,58.38,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
U,29,H,1,LA361,L,28,5/5/08,36.52,7.67,9.67,6.09,5.72,22.19,32.62,43.29,5,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
U,29,I,1,LA1918,L,28,5/5/08,35.01,4.82,1.36,5.72,6.52,26.69,43.04,44.83,5,118,-14.2667,-74.9167,2920,S. habrochaites,Pepe
U,29,A,2,LA2167,L,28,5/5/08,30.13,4.64,2.88,8.81,11.31,25.64,64.32,66.4,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
U,29,C,2,LA1336,L,28,5/5/08,58.4,5.23,6.61,7.36,4.84,14.25,28.98,34.87,7,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
U,29,H,2,LA1361,L,28,5/5/08,29.57,4.36,7.59,5.81,1.99,18.43,34.02,40.56,5,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
U,29,A,3,LA1912,L,28,5/5/08,17.9,5.07,2.12,4.82,2.3,22.91,30.42,37.58,5,106,-14.4492,-75.2203,620,S. pennellii,Pepe
U,29,B,3,LA3791,L,28,5/5/08,35.38,6.75,5.3,5.89,2.16,16.62,34.15,32.23,4,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
U,29,C,3,LA1474,L,28,5/5/08,49.2,4.62,6.4,6.94,3.73,26.04,47.78,46.55,5,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
U,29,D,3,LA1958,L,28,5/5/08,37.05,4.85,0.92,4.12,9.64,13.12,31.44,38.85,7,100,-17.25,-71.25,1336,S. chilense,Pepe
U,29,F,3,LA1306,L,28,5/5/08,22.05,1.85,6.78,9.13,6.91,21.34,46.87,56.87,5,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
U,29,G,3,LA2663,L,28,5/5/08,25.82,3.95,7.4,7.47,6.52,16.99,44.21,53.11,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
U,29,H,3,LA1363,L,28,5/5/08,26.78,6.46,5.58,6.48,3.16,17.59,35.15,45.17,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
U,29,B,4,LA446,L,28,5/5/08,33.2,10.21,1.91,8.28,8.82,22.38,38.06,45.27,6,124,-15.7833,-74.3917,2240,S. peruvianum,Pepe
U,29,C,4,LA1954,L,28,5/5/08,48.63,7.01,3.88,5.77,3.8,13.46,29.77,40.82,4,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
U,29,D,4,LA1969,L,28,5/5/08,32.34,4.99,3.48,7.21,2.83,8.98,25.5,25.24,6,124,-17.5333,-70.0333,3015,S. chilense,Pepe
U,29,E,4,LA2891,L,28,5/5/08,29.23,5.43,1.52,6.28,3.88,11.18,30.78,37.38,5,107,-25.4,-70.4,660,S. chilense,Pepe
U,29,F,4,LA1316,L,28,5/5/08,35.36,0.33,5.88,6.07,3.8,31.1,38.03,57.53,5,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
U,29,H,4,LA1691,L,28,5/5/08,22.52,4.71,1.79,4.11,2.75,18.85,52.86,54.35,5,127,-12.45,-75.925,3540,S. habrochaites,Pepe
U,29,I,4,LA2204,L,28,5/5/08,33.14,2.53,0.96,5.84,4.48,16.75,32.78,40.03,4,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
X,30,D,1,LA1973,H,28,5/5/08,23.41,0.56,1.92,1.52,1.56,12.97,31.17,39.87,5,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
